"name","movie_duration","movie_year","genres","countries"
"Мистер Мамочка",91,1983,"[мелодрама, комедия]","[США]"
"Фейерверк",103,1997,"[триллер, драма, мелодрама, криминал]","[Япония]"
"Любовные пташки",103,2011,"[мелодрама, комедия]","[Новая Зеландия]"
"Монтевидео: Божественное видение",140,2010,"[драма, мелодрама, комедия, приключения, история, спорт]","[Сербия]"
"Проект X: Дорвались",88,2012,"[комедия, криминал]","[США]"
"Беги, мальчик, беги",108,2013,"[боевик, драма, военный]","[Германия, Франция, Польша]"
"Суббота, 14-е",77,1981,"[ужасы, фантастика, фэнтези, комедия]","[США]"
"80 дней",104,2010,"[драма]","[Испания]"
"Первая любовь",110,2011,"[драма, мелодрама]","[Франция, Германия]"
"Думай, как мужчина",122,2012,"[мелодрама, комедия]","[США]"
"Осторожнее с желаниями",90,2015,"[триллер]","[США]"
"Я хочу стать солдатом",100,2010,"[драма]","[Испания, Италия]"
"Джефф, живущий дома",83,2011,"[драма, комедия]","[США]"
"Агент Джонни Инглиш: Перезагрузка",101,2011,"[комедия, боевик, приключения]","[США, Франция, Великобритания]"
"Эйми и Ягуар",125,1998,"[драма, мелодрама, военный]","[Германия]"
"Дурная кровь",95,2010,"[боевик, триллер]","[Гонконг]"
"Третий лишний",106,2012,"[фэнтези, комедия]","[США]"
"Код доступа «Кейптаун»",115,2012,"[боевик, триллер, криминал, детектив]","[США, ЮАР, Япония]"
"Семейка Тофу (мини-сериал)",22,2004,"[мультфильм]","[Канада]"
"Красавица-воин Сейлор Мун Эр",60,1993,"[аниме, мультфильм, драма, мелодрама, комедия]","[Япония, США]"
"Кандидат",100,2012,"[драма, комедия]","[США]"
"Человеческая многоножка 2",91,2011,"[ужасы]","[США]"
"Переполох в летнем лагере (видео)",95,2010,"[комедия]","[США]"
"Виолет и Дейзи",85,2012,"[драма, криминал]","[США]"
"Один матч в Турине",90,2010,"[документальный, спорт]","[Великобритания]"
"Земляничная поляна",91,1957,"[драма, мелодрама]","[Швеция]"
"Невидимка",119,2000,"[фантастика, триллер]","[США, Германия]"
"Фрираннер",87,2011,"[боевик]","[США]"
"Желтая земля",89,1984,"[драма, музыка]","[Китай]"
"Муза",97,1999,"[комедия]","[США]"
"Похищение",96,2006,"[ужасы, триллер, криминал]","[Россия, США]"
"Липкие пальчики времени",81,1997,"[фантастика]","[США]"
"1066 (ТВ)",190,2009,"[боевик, военный, история]","[Великобритания]"
"Прыжок (ТВ)",114,2010,"[драма]","[Великобритания]"
"Ходячие мертвецы (сериал 2010 – ...)",43,2010,"[ужасы, триллер, драма]","[США]"
"Поместье",106,1998,"[драма]","[США]"
"Милдред Пирс (мини-сериал)",336,2011,"[драма]","[США]"
"Вкус любви (сериал 2006 – 2008)",60,2006,"[реальное ТВ, мелодрама]","[США]"
"Без чувств",93,1998,"[мелодрама, комедия]","[США]"
"Украина. Рождение народа",51,2007,"[документальный]","[Польша, Украина]"
"Портрет совершенства",105,1997,"[драма, мелодрама, комедия]","[США]"
"Последняя сказка Риты",100,2012,"[фэнтези, драма, детектив]","[Россия]"
"Однажды в Ростове (сериал)",43,2012,"[драма, криминал]","[Россия]"
"Я нормально супер гуд",100,2012,"[комедия, мелодрама]","[Германия]"
"Чужие похороны",98,1996,"[драма, мелодрама, комедия]","[США]"
"Параграф 175",81,2000,"[документальный, военный, история]","[Великобритания, Германия, США]"
"Банкомат",90,2011,"[ужасы, триллер]","[США, Канада]"
"Оливер Твист",130,2005,"[драма, криминал]","[Великобритания, Чехия, Франция, Италия]"
"Баффало 66",110,1997,"[драма, комедия]","[США]"
"Харви",111,1950,"[драма, комедия]","[США]"
